"","SOS_ID","ITEM_ID","SENT_ID","Connective","ita_surp_GePpeTto","OOV_GePpeTto","seq_len_GePpeTto","TARGET_WORD","freq","ita_surp_GroNLP","OOV_GroNLP","seq_len_GroNLP","ita_surp_llama2Italian7B","OOV_llama2Italian7B","seq_len_llama2Italian7B","Plausibility","Z_Surp_GePpeTto","Z_Surp_GroNLP","Z_Surp_llama2Italian7B"
"156","2SR1b_05",85,337,"ConnectiveN",7.06,1,35,"dimise",2.62,14.51,1,35,7.67,1,54,"Plausible",-0.429894149178162,0.57058266309388,-0.465770133163241
"157","2SR1b_06",86,342,"ConnectiveN",8.53,1,26,"bruciata",3.62,11.44,1,27,9.66,1,39,"Implausible",-0.171329717479998,0.0753723766935319,-0.222028457129647
"158","2SR1b_07",87,347,"ConnectiveE",9.08,1,32,"lamentati",3.18,14.42,1,32,17.03,1,49,"Implausible",-0.0745879233072152,0.556065097694522,0.68067312697467
"159","2SR1b_08",88,352,"ConnectiveE",3.3,0,32,"sicuro",5.22,6.24,0,32,8.53,1,41,"Plausible",-1.09125623297755,-0.763420290824973,-0.360434534475356
"160","2SR1b_09",89,353,"ConnectiveN",7.99,0,35,"superato",4.5,8.71,0,35,20.07,1,46,"Plausible",-0.266312569940548,-0.364993773753683,1.05302222001091
"161","2SR4b_11",91,362,"ConnectiveN",5.16,0,35,"fermato",4.35,4.53,0,35,5.74,1,51,"Implausible",-0.76409307450232,-1.03925403341279,-0.702162813939541
"162","2SR2b_14",94,375,"ConnectiveE",18.83,1,42,"allagate",2.64,18.24,1,42,16.65,1,57,"Implausible",1.64038024611938,1.17225509575619,0.634129490345139
"163","2SR4b_17",97,388,"ConnectiveE",2.72,1,36,"schiantata",2.37,3.86,1,37,1.45,1,49,"Plausible",-1.19327485228703,-1.1473292424969,-1.22761597483608
"164","2SR4b_18",98,389,"ConnectiveN",23.46,1,31,"tosse",3.77,21.55,1,31,24.18,1,47,"Plausible",2.45477025888299,1.70617888988816,1.55642839513557
"165","2SR4b_19",99,394,"ConnectiveN",16.5,1,33,"brontolare",2.21,22.49,1,33,23.2,1,50,"Implausible",1.23054682716923,1.85780679517036,1.4363948059331
"166","2SR4b_20",100,399,"ConnectiveE",3.89,0,38,"ospedale",4.77,5.05,0,38,19.72,1,56,"Implausible",-0.987478671955836,-0.955374766660939,1.01015308101003
"167","2SR4b_21",101,404,"ConnectiveE",6.88,0,30,"soddisfatti",3.77,6.86,0,30,15.32,1,47,"Plausible",-0.461555099998345,-0.663410395851613,0.471226762141782
"168","2SR4b_22",102,405,"ConnectiveN",13.8,1,29,"whisky",3.44,14.59,1,31,6.03,1,37,"Plausible",0.755632564866482,0.583487165671088,-0.666642670195952
"169","2SR3b_24",104,414,"ConnectiveN",8.76,0,32,"cresta",3.74,11.49,0,32,11.59,1,43,"Implausible",-0.130874058098652,0.0834376908042869,0.0143642236466531
"170","2SR3b_25",105,419,"ConnectiveE",9.54,1,31,"lividi",3.36,11.87,1,31,15.13,1,48,"Implausible",0.00632339545547546,0.144734078046024,0.447954943827017
"171","2SR3b_26",106,424,"ConnectiveE",16.15,1,29,"panino",3.98,16.04,1,30,14.01,1,45,"Plausible",1.1689838672411,0.817381274882979,0.31077369902419
"172","2SR3b_27",107,425,"ConnectiveN",4.67,0,28,"enormi",4.34,4.15,0,28,9.52,1,43,"Plausible",-0.850281218401708,-1.10055042065453,-0.23917611273
"173","2SR3b_28",108,430,"ConnectiveN",10.53,0,28,"tagliato",4.17,10.37,0,28,11.78,1,41,"Implausible",0.180458624966484,-0.0972253452766221,0.0376360419614183
"174","2SR2b_30",110,439,"ConnectiveE",10.1,1,29,"respinse",3.06,10.52,1,29,32.89,1,50,"Implausible",0.10482413134049,-0.0730294029443575,2.62325753998613
"175","2SR4b_33",113,452,"ConnectiveE",16.31,1,31,"esultava",1.99,17.09,1,31,19.57,1,45,"Plausible",1.19712693463682,0.986752871208831,0.991780592866795
"176","2SR4b_34",114,453,"ConnectiveN",5.63,1,29,"spaventati",3.39,5.6,1,29,2.22,1,48,"Plausible",-0.681422814027397,-0.866656311442636,-1.13330386903414
"177","2SR4b_35",115,458,"ConnectiveN",14.73,1,30,"affamato",3.41,15.76,1,30,17.73,1,46,"Implausible",0.919214144104096,0.772215515862752,0.766411404976436
"178","2SR4b_36",116,463,"ConnectiveE",11.71,0,31,"professionista",4.39,11.57,0,31,13.19,1,40,"Implausible",0.388013747009909,0.0963421933814947,0.210337430507834
"179","2SR2b_39",119,476,"ConnectiveE",3.8,0,32,"chiuse",4.35,4.69,0,33,3.11,1,49,"Plausible",-1.00330914736593,-1.01344502825837,-1.02429377271761
"180","2SR2b_40",120,477,"ConnectiveN",3.47,0,30,"condannata",3.75,2.78,0,32,2.41,1,43,"Plausible",-1.0613542238696,-1.32154002728921,-1.11003205071937
"181","2SR2b_41",121,482,"ConnectiveN",6.85,0,26,"ricco",4.7,8.35,0,27,7.8,1,38,"Implausible",-0.466831925135043,-0.423064035351118,-0.44984731010577
"182","2SR1b_43",123,491,"ConnectiveE",25.55,1,37,"arrossito",1.91,26.96,1,37,22.3,1,50,"Implausible",2.82238907673956,2.57884587667184,1.32615987707369
"183","2SR1b_44",124,496,"ConnectiveE",16.07,1,33,"dolorante",3.02,15.76,1,34,4.76,1,41,"Plausible",1.15491233354324,0.772215515862752,-0.822196403142014
"184","2SR1b_45",125,497,"ConnectiveN",10.74,0,30,"cortile",4.19,11.54,0,30,15.27,1,44,"Plausible",0.217396400923365,0.0915030049150416,0.46510259942737
"185","2SR2b_49",129,514,"ConnectiveN",6.67,0,33,"preoccupato",4.16,7.44,0,33,7.81,1,60,"Implausible",-0.498492875955226,-0.569852752166857,-0.448622477562888
"186","2SR4b_52",132,527,"ConnectiveE",11.2,0,32,"unico",5.34,11.43,0,32,2.24,1,46,"Implausible",0.298307719686055,0.073759313871381,-1.13085420394837
"187","2SR2b_55",135,540,"ConnectiveE",6.39,1,31,"rapita",3.63,12.11,1,31,2.15,1,43,"Plausible",-0.547743243897733,0.183447585777647,-1.14187769683432
"188","2SR4b_58",138,549,"ConnectiveN",22.24,1,30,"ostriche",3.16,25.27,1,31,26.06,1,45,"Plausible",2.24017936999064,2.30623825972833,1.78669691319746
"189","2SR2b_61",141,562,"ConnectiveN",7.12,0,33,"accettare",4.69,7.15,0,33,23.04,1,46,"Implausible",-0.419340498904767,-0.616631574009235,1.41679748524698
"190","2SR2b_62",142,567,"ConnectiveE",13.9,0,35,"professionale",4.54,13.14,0,37,25.55,1,49,"Implausible",0.773221981988806,0.349593056459197,1.72423045351046
"191","2SR2b_63",143,572,"ConnectiveE",12.34,1,32,"comodi",3.78,23.79,1,33,9.92,1,45,"Plausible",0.49882707488055,2.06750496204998,-0.190182811014705
"192","2SR1b_65",145,577,"ConnectiveN",4.89,0,29,"felice",5.13,3.69,0,30,8.09,1,42,"Plausible",-0.811584500732595,-1.17475131047347,-0.414327166362181
"193","2SR4b_67",147,586,"ConnectiveN",11.04,0,25,"critiche",4.51,11.43,0,25,15.91,1,40,"Implausible",0.270164652290337,0.073759313871381,0.543491882171843
"194","2SR3b_69",149,595,"ConnectiveE",4.58,0,28,"disordine",3.87,6.84,0,30,8.84,1,38,"Implausible",-0.8661116938118,-0.666636521495915,-0.322464725646002
"195","2SR3b_70",150,600,"ConnectiveE",2.37,0,30,"carabinieri",4.5,3.16,0,30,4.86,1,45,"Plausible",-1.25483781221516,-1.26024364004747,-0.809948077713191
"196","2SR3b_71",151,601,"ConnectiveN",8.15,0,32,"cessato",3.42,10.89,0,32,17.94,1,48,"Plausible",-0.238169502544829,-0.0133460785247714,0.792132888376966
"197","2SR2b_73",153,610,"ConnectiveN",10.45,0,25,"festeggiare",4.31,10.57,0,26,28.91,1,40,"Implausible",0.166387091268625,-0.0649640888336025,2.13577418791894
"198","2SR2b_74",154,615,"ConnectiveE",24.83,1,34,"antidolorifici",2.89,39.11,1,35,23.34,1,48,"Implausible",2.69574527345883,4.53871720558527,1.45354246153345
"199","2SR2b_75",155,620,"ConnectiveE",3.07,0,30,"rose",4.43,4.28,0,32,0.49,0,44,"Plausible",-1.13171189235889,-1.07958060396656,-1.34519989895279
"200","2SR2b_76",156,621,"ConnectiveN",11.56,0,27,"gallerie",3.87,14.04,0,28,14.84,1,39,"Plausible",0.361629621326422,0.494768710452785,0.412434800083427
"201","SR2a_06",6,23,"ConnectiveH",9.87,1,29,"migliorò",2.56,15.83,1,29,6.68,1,43,"Implausible",0.064368471959145,0.783506955617809,-0.587028554908597
"202","SR2a_07",7,28,"ConnectiveH",6.18,0,32,"ferito",4.38,8.51,0,32,8.94,1,45,"Plausible",-0.584681019854614,-0.397255030196703,-0.310216400217178
"203","SR2a_08",8,29,"ConnectiveN",23.32,1,29,"festeggiato",3.72,24.05,1,31,49.89,1,45,"Plausible",2.43014507491174,2.10944459542591,4.70547286288618
"204","SR2a_09",9,34,"ConnectiveN",5.02,1,29,"applaudito",2.95,6.07,1,29,6.04,1,39,"Implausible",-0.788718258473574,-0.79084235880154,-0.665417837653069
"205","SR1a_11",11,43,"ConnectiveH",8.22,1,30,"imprigionati",3.17,9.52,1,30,8.96,1,48,"Implausible",-0.225856910559202,-0.234335685159455,-0.307766735131414
"206","SR1a_12",12,48,"ConnectiveH",6.59,0,31,"felici",4.58,7.38,0,32,20.09,1,43,"Plausible",-0.512564409653085,-0.579531129099763,1.05547188509668
"207","SR1a_13",13,49,"ConnectiveN",5.96,1,31,"prurito",3.37,10.8,1,32,6.73,1,42,"Plausible",-0.623377737523727,-0.0278636439241301,-0.580904392194185
"208","SR1a_14",14,54,"ConnectiveN",9.19,0,26,"firmato",4.51,10.01,0,26,15.81,1,37,"Implausible",-0.0552395644726588,-0.155295606874057,0.531243556743019
"209","SR1a_15",15,59,"ConnectiveH",13.63,1,33,"sporchi",3.81,15.55,1,33,15.73,1,45,"Implausible",0.725730555758531,0.738341196597582,0.52144489639996
"210","SR4a_17",17,68,"ConnectiveH",10.7,1,31,"magro",3.73,13.37,1,32,8.01,1,42,"Plausible",0.210360634074435,0.386693501368669,-0.42412582670524
"211","SR3a_19",19,73,"ConnectiveN",5.27,1,30,"diminuiti",3.28,5.63,1,30,5.46,1,48,"Plausible",-0.744744715667763,-0.861817122976183,-0.736458125140248
"212","SR3a_20",20,78,"ConnectiveN",6.85,0,26,"preoccupati",3.91,8.31,0,27,14.08,1,35,"Implausible",-0.466831925135043,-0.429516286639722,0.319347526824366
"213","SR3a_21",21,83,"ConnectiveH",6.11,0,27,"finì",3.77,5.79,0,27,12.33,1,35,"Implausible",-0.596993611840241,-0.836008117821767,0.105001831819949
"214","SR2a_23",23,92,"ConnectiveH",18.96,1,32,"esultato",2.78,23.19,1,32,16.81,1,45,"Plausible",1.66324648837841,1.97072119272092,0.653726811031257
"215","SR2a_24",24,93,"ConnectiveN",15.38,0,36,"punto",5.62,14.3,0,36,13.64,0,48,"Plausible",1.0335453553992,0.53670834382871,0.265454894937542
"216","SR2a_25",25,98,"ConnectiveN",9.5,1,31,"erbacce",3.12,17.16,1,32,10.55,1,44,"Implausible",-0.000712371393454028,0.998044310963888,-0.113018360813115
"217","SR2a_26",26,103,"ConnectiveH",7.44,1,31,"delusa",3.65,11.8,1,31,17.92,1,43,"Implausible",-0.36305436411333,0.133442638290967,0.789683223291202
"218","SR2a_27",27,108,"ConnectiveH",2.67,0,26,"negative",4.06,4,0,26,2.77,0,40,"Plausible",-1.20206956084819,-1.12474636298679,-1.06593807917561
"219","SR1a_29",29,113,"ConnectiveN",6.71,0,34,"promozione",4.65,5.87,0,34,9.62,1,50,"Plausible",-0.491457109106296,-0.823103615244559,-0.226927787301176
"220","SR4a_31",31,122,"ConnectiveN",4.91,1,29,"arrestata",3.78,7.27,1,29,5.81,1,36,"Implausible",-0.80806661730813,-0.597274820143423,-0.693588986139364
"221","SR4a_32",32,127,"ConnectiveH",9.85,1,31,"furioso",3.66,9.02,1,31,8.94,1,49,"Implausible",0.0608505885346802,-0.314988826267003,-0.310216400217178
"222","SR4a_33",33,132,"ConnectiveH",7.37,0,35,"cadde",3.85,6.75,0,35,4.71,1,48,"Plausible",-0.375366956098957,-0.681154086895274,-0.828320565856426
"223","SR4a_34",34,133,"ConnectiveN",4.85,1,27,"solo",6.33,5.7,1,28,5,1,42,"Plausible",-0.818620267581525,-0.850525683221126,-0.792800422112837
"224","SR4a_35",35,138,"ConnectiveN",19.13,1,28,"cancellarla",2.67,20.44,1,29,22.47,1,44,"Implausible",1.69314849748636,1.52712891662941,1.34698203030269
"225","SR4a_36",36,143,"ConnectiveH",5.13,0,31,"annullato",3.83,4.85,0,32,17.03,1,42,"Implausible",-0.769369899639017,-0.987636023103959,0.68067312697467
"226","SR4a_37",37,148,"ConnectiveH",18.43,1,35,"candele",3.86,19.85,1,35,21.63,1,52,"Plausible",1.57002257763009,1.4319582101225,1.24409609670057
"227","SR3a_39",39,153,"ConnectiveN",4.32,0,28,"stanca",4.18,5.42,0,28,3.88,1,39,"Plausible",-0.911844178329842,-0.895691442241353,-0.929981666915664
"228","SR3a_40",40,158,"ConnectiveN",1.74,0,28,"panico",4.36,3.35,0,29,9.84,1,45,"Implausible",-1.3656511400858,-1.2295954464266,-0.199981471357764
"229","SR1a_43",43,171,"ConnectiveH",8.61,1,31,"fiero",4.04,8.49,1,32,7,1,40,"Implausible",-0.157258183782139,-0.400481155841005,-0.547833913536361
"230","SR1a_44",44,176,"ConnectiveH",11.24,1,36,"contagiato",3.11,11.47,1,39,20.28,1,43,"Plausible",0.305343486534985,0.080211565159985,1.07874370341144
"231","SR1a_45",45,177,"ConnectiveN",6.19,0,27,"rifiutato",4.21,4.42,0,28,5.02,1,47,"Plausible",-0.582922078142382,-1.05699772445645,-0.790350757027072
"232","SR1a_46",46,182,"ConnectiveN",7.98,1,30,"aspro",3.13,7.89,1,31,6.91,1,45,"Implausible",-0.26807151165278,-0.497264925170063,-0.558857406422302
"233","SR1a_47",47,187,"ConnectiveH",7.07,1,32,"spaventata",3.59,8.79,1,32,4.6,1,41,"Implausible",-0.42813520746593,-0.352089271176476,-0.841793723828133
"234","SR3a_50",50,200,"ConnectiveH",5.09,0,28,"arrestato",4.59,4.86,0,28,16.64,1,49,"Plausible",-0.776405666487947,-0.986022960281808,0.632904657802256
"235","SR3a_51",51,201,"ConnectiveN",6.54,0,33,"meglio",5.71,9.3,0,34,1.37,1,42,"Plausible",-0.521359118214247,-0.269823067246776,-1.23741463517914
"236","SR3a_52",52,206,"ConnectiveN",4.19,0,27,"licenziato",3.99,5.82,0,27,4.95,1,42,"Implausible",-0.934710420588863,-0.831168929355314,-0.798924584827249
"237","SR3a_53",53,211,"ConnectiveH",4.27,0,30,"successo",5.44,7.75,0,32,6.02,0,40,"Implausible",-0.920638886891004,-0.519847804680177,-0.667867502738834
"238","SR3a_54",54,216,"ConnectiveH",8.69,0,32,"vecchio",5.06,10.99,0,32,8.3,1,45,"Plausible",-0.143186650084279,0.00278454969673829,-0.388605682961651
"239","SR2a_56",56,221,"ConnectiveN",11.58,1,26,"nervosa",3.76,8.45,1,27,11.96,1,40,"Plausible",0.365147504750887,-0.406933407129609,0.0596830277333013
"240","SR4a_59",59,234,"ConnectiveN",4.87,0,27,"liberato",4.02,5.85,0,27,10.79,1,40,"Implausible",-0.81510238415706,-0.826329740888861,-0.0836223797839376
"241","SR1a_63",63,251,"ConnectiveH",7.11,1,33,"agitata",3.45,9.81,1,33,8.07,1,49,"Implausible",-0.421099440617,-0.187556863317076,-0.416776831447946
"242","SR1a_64",64,256,"ConnectiveH",0.44,0,28,"ritardo",4.67,1.38,0,28,0.35,1,42,"Plausible",-1.59431356267602,-1.54736882239035,-1.36234755455315
"243","SR1a_65",65,257,"ConnectiveN",5.13,1,28,"disoccupato",3.64,9.58,1,28,6.65,1,44,"Plausible",-0.769369899639017,-0.224657308226549,-0.590703052537244
"244","SR2a_69",69,274,"ConnectiveN",9.29,0,26,"magnifica",3.95,11.2,0,26,13.6,1,39,"Implausible",-0.0376501473503348,0.0366588689619086,0.260555564766012
"245","SR2a_70",70,279,"ConnectiveH",9.99,0,28,"accettato",4.46,10.01,0,28,7.32,1,46,"Implausible",0.0854757725059341,-0.155295606874057,-0.508639272164124
"246","SR1a_72",72,288,"ConnectiveH",10.2,0,28,"dolce",4.83,6.6,0,28,7.12,1,44,"Plausible",0.122413548462815,-0.705350029227539,-0.533135923021772
"247","SR1a_73",73,289,"ConnectiveN",19.26,1,33,"annegato",2.97,20.89,1,33,17.31,1,54,"Plausible",1.71601473974538,1.5997167436262,0.714968438175376
"248","SR4a_75",75,298,"ConnectiveN",9.72,0,26,"sospeso",4.28,11.4,0,27,7.67,1,42,"Implausible",0.0379843462756591,0.0689201254049282,-0.465770133163241
"249","SR2a_78",78,311,"ConnectiveH",0,1,27,"proibita",3.44,8.12,1,27,6.01,1,38,"Implausible",-1.67170699801424,-0.460164480260591,-0.669092335281717
"250","SR2a_79",79,316,"ConnectiveH",10.17,1,30,"scottatura",2.42,11.44,1,30,8.16,1,49,"Plausible",0.117136723326117,0.0753723766935319,-0.405753338562004
"251","2SR2a_80",80,317,"ConnectiveN",4.65,0,27,"morto",5.04,4.42,0,27,4.23,1,43,"Plausible",-0.853799101826173,-1.05699772445645,-0.887112527914781
"252","2SR2b_01",81,322,"ConnectiveN",7.16,0,27,"confusa",4.01,7.76,0,28,6.74,1,41,"Implausible",-0.412304732055838,-0.518234741858026,-0.579679559651303
"253","2SR2b_02",82,327,"ConnectiveE",8.03,0,29,"attaccato",4.35,8.53,0,29,4.67,1,48,"Implausible",-0.259276803091618,-0.394028904552401,-0.833219896027956
"254","2SR2b_03",83,332,"ConnectiveE",12.23,0,35,"bandito",3.81,11.03,0,35,6.32,1,51,"Plausible",0.479478716045994,0.00923680098534204,-0.631122526452363
"255","2SR2b_04",84,333,"ConnectiveN",14.58,0,34,"abbattuto",3.77,14.26,0,34,10.35,1,49,"Plausible",0.89283001842061,0.530256092540106,-0.137515011670762
"256","2SR2b_05",85,338,"ConnectiveN",3.76,1,33,"dimise",2.62,12.8,1,33,3.54,1,52,"Implausible",-1.01034491421486,0.294748920506064,-0.971625973373665
"257","2SR2b_06",86,343,"ConnectiveE",12.01,1,34,"bruciata",3.62,12.65,1,35,22.01,1,46,"Implausible",0.440781998376881,0.2705529781738,1.2906397333301
"258","2SR2b_07",87,348,"ConnectiveE",15.2,1,32,"lamentati",3.18,22.33,1,32,15.73,1,52,"Plausible",1.00188440457902,1.83199779001594,0.52144489639996
"259","2SR2b_08",88,349,"ConnectiveN",2.89,0,30,"sicuro",5.22,8.42,0,30,5.99,1,38,"Plausible",-1.16337284317908,-0.411772595596062,-0.671542000367481
"260","2SR2b_09",89,354,"ConnectiveN",7.63,0,36,"superato",4.5,9.09,0,36,23.03,1,47,"Implausible",-0.329634471580915,-0.303697386511946,1.4155726527041
"261","2SR1b_11",91,363,"ConnectiveE",6.93,0,40,"fermato",4.35,6.08,0,40,15.92,1,56,"Implausible",-0.452760391437183,-0.789229295979389,0.544716714714725
"262","2SR3b_14",94,376,"ConnectiveE",16.53,1,35,"allagate",2.64,16.37,1,35,12.1,1,55,"Plausible",1.23582365230593,0.870612348013961,0.0768306833336546
"263","2SR1b_17",97,385,"ConnectiveN",3.02,1,36,"schiantata",2.37,4.3,1,37,2.22,1,50,"Plausible",-1.14050660092006,-1.07635447832226,-1.13330386903414
"264","2SR1b_18",98,390,"ConnectiveN",24.85,1,31,"tosse",3.77,21.82,1,31,24.92,1,46,"Implausible",2.69926315688329,1.74973158608624,1.64706600330887
"265","2SR1b_19",99,395,"ConnectiveE",18.5,1,35,"brontolare",2.21,27.4,1,35,26.68,1,51,"Implausible",1.58233516961571,2.64982064084648,1.86263653085617
"266","2SR1b_20",100,400,"ConnectiveE",6.46,0,40,"ospedale",4.77,7.29,0,40,25.52,1,59,"Plausible",-0.535430651912107,-0.594048694499121,1.72055595588181
"267","2SR1b_21",101,401,"ConnectiveN",8.64,0,27,"soddisfatti",3.77,11.18,0,27,14.49,1,41,"Plausible",-0.151981358645441,0.0334327433176067,0.369565661082544
"268","2SR1b_22",102,406,"ConnectiveN",13.87,1,27,"whisky",3.44,13.98,1,29,7.79,1,37,"Implausible",0.767945156852109,0.485090333519879,-0.451072142648652
"269","2SR4b_24",104,415,"ConnectiveE",10.91,0,34,"cresta",3.74,13.68,0,34,15.99,1,54,"Implausible",0.247298410031316,0.43669844885535,0.553290542514902
"270","2SR4b_25",105,420,"ConnectiveE",9.4,1,30,"lividi",3.36,11.53,1,30,11.52,1,44,"Plausible",-0.0183017885157781,0.0898899420928906,0.00579039584647635
"271","2SR4b_26",106,421,"ConnectiveN",18.77,1,29,"panino",3.98,22.14,1,30,3.68,1,37,"Plausible",1.62982659584599,1.80134959639507,-0.954478317773312
"272","2SR4b_27",107,426,"ConnectiveN",4.65,0,28,"enormi",4.34,4.13,0,28,19.64,1,44,"Implausible",-0.853799101826173,-1.10377654629883,1.00035442066697
"273","2SR4b_28",108,431,"ConnectiveE",10.43,0,31,"tagliato",4.17,11.42,0,31,7.78,1,50,"Implausible",0.16286920784416,0.07214625104923,-0.452296975191535
"274","2SR3b_30",110,440,"ConnectiveE",10.33,1,29,"respinse",3.06,10.62,1,29,26.83,1,48,"Plausible",0.145279790721836,-0.0568987747228478,1.8810090189994
"275","2SR1b_33",113,449,"ConnectiveN",18.44,1,29,"esultava",1.99,18.62,1,29,22.99,1,42,"Plausible",1.57178151934232,1.23355148299793,1.41067332253257
"276","2SR1b_34",114,454,"ConnectiveN",5.08,1,29,"spaventati",3.39,5.41,1,29,2.81,1,48,"Implausible",-0.778164608200179,-0.897304505063504,-1.06103874900408
"277","2SR1b_35",115,459,"ConnectiveE",10.37,1,31,"affamato",3.41,10.42,1,31,10.3,1,48,"Implausible",0.152315557570765,-0.0891600311658672,-0.143639174385174
"278","2SR1b_36",116,464,"ConnectiveE",12.8,0,31,"professionista",4.39,12.14,0,31,11,1,40,"Plausible",0.579738393643241,0.1882867742441,-0.0579008963834075
"279","2SR3b_39",119,473,"ConnectiveN",0,1,28,"chiuse",4.35,2.48,0,29,2.48,1,45,"Plausible",-1.67170699801424,-1.36993191195374,-1.1014582229192
"280","2SR3b_40",120,478,"ConnectiveN",3.24,0,32,"condannata",3.75,3.1,0,34,4.14,1,46,"Implausible",-1.10180988325094,-1.26992201698038,-0.898136020800722
"281","2SR3b_41",121,483,"ConnectiveE",6.75,0,29,"ricco",4.7,10.45,0,30,7,1,43,"Implausible",-0.484421342257367,-0.0843208426994144,-0.547833913536361
"282","2SR2b_43",123,492,"ConnectiveE",26.07,1,37,"arrossito",1.91,26.44,1,37,24.8,1,50,"Plausible",2.91385404577565,2.49496660991999,1.63236801279428
"283","2SR2b_44",124,493,"ConnectiveN",15.98,1,32,"dolorante",3.02,12.93,1,33,6.87,1,43,"Plausible",1.13908185813315,0.315718737194027,-0.563756736593832
"284","2SR2b_45",125,498,"ConnectiveN",10.2,0,26,"cortile",4.19,11.59,0,26,15.36,1,39,"Implausible",0.122413548462815,0.0995683190257965,0.476126092313311
"285","2SR3b_49",129,515,"ConnectiveE",5.45,0,36,"preoccupato",4.16,6.78,0,36,7.67,1,61,"Implausible",-0.71308376484758,-0.676314898428821,-0.465770133163241
"286","2SR1b_52",132,528,"ConnectiveE",11.59,0,31,"unico",5.34,11.54,0,31,1.66,1,48,"Plausible",0.36690644646312,0.0915030049150416,-1.20189449143555
"287","2SR3b_55",135,537,"ConnectiveN",5.68,1,28,"rapita",3.63,8.41,1,28,1.86,1,39,"Plausible",-0.672628105466235,-0.413385658418213,-1.17739784057791
"288","2SR1b_58",138,550,"ConnectiveN",19.02,1,31,"ostriche",3.16,18.08,1,32,22.32,1,43,"Implausible",1.6738001386518,1.14644609060178,1.32860954215945
"289","2SR3b_61",141,563,"ConnectiveE",6.79,0,32,"accettare",4.69,6.92,0,32,4.15,1,44,"Implausible",-0.477385575408437,-0.653732018918707,-0.89691118825784
"290","2SR3b_62",142,568,"ConnectiveE",13.52,0,36,"professionale",4.54,11.94,0,38,17.9,1,52,"Plausible",0.706382196923975,0.156025517801081,0.787233558205437
"291","2SR3b_63",143,569,"ConnectiveN",11.85,1,30,"comodi",3.78,22.38,1,31,11.2,1,46,"Plausible",0.412638930981162,1.8400631041267,-0.0334042455257599
"292","2SR2b_65",145,578,"ConnectiveN",5.12,0,28,"felice",5.13,3.63,0,29,9.73,1,43,"Implausible",-0.771128841351249,-1.18442968740638,-0.21345462932947
"293","2SR1b_67",147,587,"ConnectiveE",10.99,0,28,"critiche",4.51,9.17,0,28,15.5,1,42,"Implausible",0.261369943729175,-0.290792883934739,0.493273747913665
"294","2SR4b_69",149,596,"ConnectiveE",5.12,0,29,"disordine",3.87,5.7,0,31,7.81,1,39,"Plausible",-0.771128841351249,-0.850525683221126,-0.448622477562888
"295","2SR4b_70",150,597,"ConnectiveN",0.81,0,26,"carabinieri",4.5,1.61,0,26,4.23,1,38,"Plausible",-1.52923271932342,-1.51026837748087,-0.887112527914781
"296","2SR4b_71",151,602,"ConnectiveN",6.21,0,32,"cessato",3.42,11.62,0,32,16.96,1,50,"Implausible",-0.579404194717917,0.104407507492249,0.672099299174493
"297","2SR3b_73",153,611,"ConnectiveE",17.68,0,28,"festeggiare",4.31,14.43,0,29,35.04,1,42,"Implausible",1.43810194921266,0.557678160516673,2.88659653670584
"298","2SR3b_74",154,616,"ConnectiveE",6.56,1,32,"antidolorifici",2.89,15.17,1,33,13.77,1,50,"Plausible",-0.517841234789783,0.677044809355845,0.281377717995012
"299","2SR3b_75",155,617,"ConnectiveN",1.8,0,27,"rose",4.43,4.2,0,29,0.55,0,41,"Plausible",-1.35509748981241,-1.09248510654377,-1.3378509036955
"300","2SR3b_76",156,622,"ConnectiveN",20.9,0,25,"gallerie",3.87,18.26,0,26,21.16,1,33,"Implausible",2.00448118055149,1.1754812214005,1.18652896718509
"301","SR3a_06",6,24,"ConnectiveH",9.87,1,28,"migliorò",2.56,14.11,1,28,3.31,1,41,"Plausible",0.064368471959145,0.506060150207841,-0.99979712185996
"302","SR3a_07",7,25,"ConnectiveN",5.77,0,31,"ferito",4.38,8.37,0,31,9.74,1,38,"Plausible",-0.656797630056143,-0.419837909706817,-0.212229796786588
"303","SR3a_08",8,30,"ConnectiveN",23.7,1,29,"festeggiato",3.72,25.24,1,31,52.57,1,43,"Implausible",2.49698485997657,2.30139907126187,5.03372798437866
"304","SR3a_09",9,35,"ConnectiveH",7.38,1,31,"applaudito",2.95,9.96,1,31,6.71,1,39,"Implausible",-0.373608014386725,-0.163360920984812,-0.58335405727995
"305","SR2a_11",11,44,"ConnectiveH",9.15,1,31,"imprigionati",3.17,8.66,1,31,9.84,1,51,"Plausible",-0.0622753313215883,-0.373059087864438,-0.199981471357764
"306","SR2a_12",12,45,"ConnectiveN",5.2,0,31,"felici",4.58,6.75,0,32,14.3,1,41,"Plausible",-0.75705730765339,-0.681154086895274,0.346293842767779
"307","SR2a_13",13,50,"ConnectiveN",5.96,1,31,"prurito",3.37,10.26,1,32,5.24,1,41,"Implausible",-0.623377737523727,-0.114969036320283,-0.76340444108366
"308","SR2a_14",14,55,"ConnectiveH",9.83,0,27,"firmato",4.51,10.65,0,27,15.82,1,37,"Implausible",0.0573327051102155,-0.0520595862563947,0.532468389285901
"309","SR2a_15",15,60,"ConnectiveH",12.47,1,34,"sporchi",3.81,13.52,1,34,12.23,1,46,"Plausible",0.521693317139572,0.410889443700934,0.0927535063911256
"310","SR1a_17",17,65,"ConnectiveN",7.53,1,26,"magro",3.73,12.17,1,27,4.4,1,43,"Plausible",-0.347223888703239,0.193125962710553,-0.86629037468578
