"","SOS_ID","ITEM_ID","SENT_ID","Connective","ita_surp_GePpeTto","OOV_GePpeTto","seq_len_GePpeTto","TARGET_WORD","freq","ita_surp_GroNLP","OOV_GroNLP","seq_len_GroNLP","ita_surp_llama2Italian7B","OOV_llama2Italian7B","seq_len_llama2Italian7B","Plausibility","Z_Surp_GePpeTto","Z_Surp_GroNLP","Z_Surp_llama2Italian7B"
"777","SR2b_35",115,460,"ConnectiveH",17.11,1,31,"affamato",3.41,16.76,1,31,17.26,1,47,"Plausible",1.33784227161541,0.933521798077849,0.708844275460964
"778","SR2b_36",116,461,"ConnectiveN",10.93,0,27,"professionista",4.39,11.13,0,27,2.84,1,35,"Plausible",0.25081629345578,0.025367429206852,-1.05736425137543
"779","SR4b_39",119,474,"ConnectiveN",0,1,29,"chiuse",4.35,1.91,0,30,2.64,1,46,"Implausible",-1.67170699801424,-1.46187649281634,-1.08186090223308
"780","SR4b_40",120,479,"ConnectiveH",4.19,0,29,"condannata",3.75,4.54,0,31,6,1,43,"Implausible",-0.934710420588863,-1.03764097059064,-0.670317167824599
"781","SR4b_41",121,484,"ConnectiveH",8.72,0,27,"ricco",4.7,10.14,0,28,5.81,1,38,"Plausible",-0.137909824947582,-0.134325790186094,-0.693588986139364
"782","SR3b_43",123,489,"ConnectiveN",24.92,1,34,"arrossito",1.91,30.64,1,34,15.19,1,46,"Plausible",2.71157574886892,3.1724529952234,0.455303939084311
"783","SR3b_44",124,494,"ConnectiveN",34.07,1,30,"dolorante",3.02,31.02,1,31,14.22,1,38,"Implausible",4.32100741556158,3.23374938246514,0.33649518242472
"784","SR3b_45",125,499,"ConnectiveH",12.79,0,31,"cortile",4.19,15.38,0,31,17.45,1,44,"Implausible",0.577979451931009,0.710919128621015,0.732116093775729
"785","SR4b_49",129,516,"ConnectiveH",4.64,0,34,"preoccupato",4.16,4.85,0,34,4.05,1,60,"Plausible",-0.855558043538405,-0.987636023103959,-0.909159513686664
"786","SR2b_52",132,525,"ConnectiveN",4.52,0,29,"unico",5.34,7.95,0,29,1.05,1,44,"Plausible",-0.876665344085194,-0.487586548237157,-1.27660927655138
"787","SR4b_55",135,538,"ConnectiveN",5.75,1,28,"rapita",3.63,9.5,1,28,2.86,1,38,"Implausible",-0.660315513480608,-0.237561810803757,-1.05491458628967
"788","SR2b_58",138,551,"ConnectiveH",24.26,1,32,"ostriche",3.16,27.06,1,33,40.85,1,47,"Implausible",2.59548559586158,2.59497650489335,3.59822424412051
"789","SR4b_61",141,564,"ConnectiveH",6.17,0,33,"accettare",4.69,6.66,0,33,22.47,1,46,"Plausible",-0.586439961566846,-0.695671652294633,1.34698203030269
"790","SR4b_62",142,565,"ConnectiveN",11.44,0,32,"professionale",4.54,10.93,0,34,6.13,1,46,"Plausible",0.340522320779633,-0.00689382723616762,-0.654394344767128
"791","SR4b_63",143,570,"ConnectiveN",12.3,1,29,"comodi",3.78,22.82,1,30,11.64,1,43,"Implausible",0.491791308031621,1.91103786830134,0.0204883863610651
"792","SR3b_65",145,579,"ConnectiveH",6.82,0,30,"felice",5.13,6.53,0,31,11.12,1,42,"Implausible",-0.47210875027174,-0.716641468982595,-0.043202905868819
"793","SR2b_67",147,588,"ConnectiveH",10.67,0,26,"critiche",4.51,8.29,0,26,10.62,1,40,"Plausible",0.205083808937738,-0.432742412284024,-0.104444533012938
"794","SR1b_69",149,593,"ConnectiveN",5.38,0,25,"disordine",3.87,6.3,0,27,10.79,1,34,"Plausible",-0.725396356833207,-0.753741913892068,-0.0836223797839376
"795","SR1b_70",150,598,"ConnectiveN",1.24,0,27,"carabinieri",4.5,2.22,0,27,5.38,1,41,"Implausible",-1.45359822569742,-1.41187154532966,-0.746256785483307
"796","SR1b_71",151,603,"ConnectiveH",7.66,0,33,"cessato",3.42,11.41,0,33,23.05,1,49,"Implausible",-0.324357646444217,0.0705331882270791,1.41802231778986
"797","SR4b_73",153,612,"ConnectiveH",17.12,0,26,"festeggiare",4.31,15.77,0,27,40.7,1,40,"Plausible",1.33960121332764,0.773828578684903,3.57985175597727
"798","SR4b_74",154,613,"ConnectiveN",27.52,1,32,"antidolorifici",2.89,38.46,1,33,14.23,1,44,"Plausible",3.16890059404935,4.43386812214546,0.337720014967602
"799","SR4b_75",155,618,"ConnectiveN",2.42,0,27,"rose",4.43,4.11,0,29,0.71,0,41,"Implausible",-1.246043103654,-1.10700267194313,-1.31825358300938
"800","SR4b_76",156,623,"ConnectiveH",13.83,0,28,"gallerie",3.87,12.94,0,29,20.25,1,41,"Implausible",0.760909390003179,0.317331800016178,1.0750692057828
